"","ASV_ID","portal_id","perc_id","alignment_length","mismatches","gap_opens","q_start","q_end","s_start","s_end","eval","bit_score"
"4075",1745,"Cucbe1",83.186,113,15,4,1,110,311,422,2.8e-23,100
"4076",1755,"Pbia18534_1",100,170,0,0,1,170,426,595,9.84e-88,315
"4251",1756,"Melbi2",90.604,149,10,4,1,147,322,468,1.21e-51,195
"4253",1758,"Favcal1_2",77.586,232,23,14,1,214,473,693,4.97e-27,113
"4255",1762,"Hyafin1",95.652,115,4,1,1,115,417,530,2.59e-48,183
"4256",1768,"Trimi1",98.864,176,1,1,1,176,375,549,3.68e-87,313
"4315",1769,"Dipse1",77.236,123,14,14,1,113,358,476,4.69e-11,60.2
"4316",1772,"Clasph1",81.25,112,13,6,1,109,321,427,2.66e-18,84.2
"4317",1773,"Triei1",96.196,184,4,3,1,184,367,547,1.08e-82,298
"4346",1776,"Melbi2",92.466,146,9,2,1,144,322,467,1.5e-55,207
"4350",1781,"Rhyag1",91.667,96,5,3,1,94,486,580,3.45e-32,130
"4352",1783,"Hyafin1",89.61,154,13,3,1,153,417,568,4.27e-51,193
"4354",1787,"NsAZ0576_1",87.578,161,17,3,1,161,294,451,3.01e-48,183
"4355",1787,"NsCB679_1",87.578,161,17,3,1,161,294,451,3.01e-48,183
"4356",1787,"NsAK0226_1",87.578,161,17,3,1,161,294,451,3.01e-48,183
"4357",1795,"Tolinf1",98.16,163,1,2,1,163,320,480,2.65e-78,283
"4361",1801,"MogaNVP60_1",95.294,170,4,2,25,191,377,545,3.6e-73,267
"4362",1801,"Morgam1",95.294,170,4,2,25,191,377,545,3.6e-73,267
"4363",1801,"MogaAD045_1",95.294,170,4,2,25,191,377,545,3.6e-73,267
"4375",1802,"Melbi2",92.949,156,8,2,1,155,322,475,1.54e-60,224
"4378",1810,"Hyafin1",89.565,115,9,3,1,113,417,530,4.33e-36,143
"4380",1813,"Hyafin1",94.805,154,6,1,1,154,417,568,5.45e-65,239
"4382",1814,"Venin1",97.037,135,3,1,1,134,340,474,4.25e-61,226
"4383",1816,"Extant1",87.742,155,13,5,1,152,305,456,4.27e-46,176
"4384",1817,"Melbi2",92.903,155,10,1,1,155,322,475,1.54e-60,224
"4386",1828,"Psever1",78.873,142,25,5,1,139,339,478,1.62e-20,91.6
"4387",1830,"Hyafin1",84.967,153,18,4,1,149,417,568,2.53e-38,150
"4388",1842,"Melbi2",92.308,156,8,4,1,154,322,475,7.1e-59,219
"4390",1851,"Diaam1",84.94,166,19,5,1,161,304,468,3.67e-42,163
"4392",1862,"Acema1",92.258,155,9,3,1,154,431,583,2.55e-58,217
"4394",1871,"Tolinf1",93.571,140,2,6,37,175,347,480,8.26e-54,202
"4397",1877,"Psever1",76.712,146,22,8,1,140,339,478,2.14e-14,71.3
"4398",1879,"Neobo1",77.622,143,24,7,34,172,376,514,4.14e-17,80.5
"4399",1884,"Melbi2",91.139,158,8,6,1,156,322,475,4.34e-56,209
"4401",1885,"Morhum1",100,144,0,0,1,144,341,484,2.32e-73,267
"4402",1885,"MohuKOD1050_1",100,144,0,0,1,144,341,484,2.32e-73,267
"4412",1890,"Claim1",87.037,162,15,6,1,157,363,523,1.46e-46,178
"4413",1893,"AurpulNBB1",100,147,0,0,1,147,340,486,5.77e-75,272
"4414",1893,"Aurpu_var_pul1",100,147,0,0,1,147,340,486,5.77e-75,272
"4415",1893,"Aurpu1",100,147,0,0,1,147,340,486,5.77e-75,272
"4416",1908,"Melbi2",90.323,155,11,4,1,152,322,475,2.54e-53,200
"4424",1912,"Corno1",95.69,116,4,1,1,115,333,448,2.14e-49,187
"4433",1916,"Parchr1",86.667,165,7,6,1,165,353,502,7.84e-44,169
"4434",1916,"Parch1",86.667,165,7,6,1,165,353,502,7.84e-44,169
"4437",1927,"Theglo1",83.478,115,16,3,1,114,323,435,2.12e-24,104
"4439",1930,"Hyafin1",95.652,115,4,1,1,115,417,530,2.59e-48,183
"4440",1935,"Claim1",87.179,156,14,6,1,151,363,517,6.76e-45,172
"4447",1937,"Hyafin1",89.744,156,11,5,1,155,417,568,1.21e-51,195
"4449",1939,"Melbi2",91.824,159,6,6,1,157,322,475,9.39e-58,215
"4451",1951,"Amore1",90.728,151,11,3,1,149,422,571,8.91e-53,198
"4452",1957,"Melbi2",89.933,149,9,5,1,147,322,466,2.03e-49,187
"4454",1959,"Melbi2",86.869,99,9,4,1,97,322,418,1.62e-25,108
"4456",1968,"Crafun1",81.437,167,19,9,3,160,513,676,4.62e-31,126
"4458",1975,"Apibac1",89.899,99,8,2,1,98,314,411,4.66e-31,126
"4460",1977,"Melbi2",90.909,154,14,0,1,154,322,475,1.54e-55,207
"4462",1984,"Claim1",87.113,194,14,9,1,189,363,550,5.38e-56,209
"4469",1989,"Acema1",94.444,108,6,0,1,108,431,538,2.59e-43,167
"4470",1990,"Hyafin1",87.097,155,16,4,1,154,417,568,5.61e-45,172
"4471",1995,"Fonmo1",85.882,170,15,6,1,161,367,536,7.22e-45,172
"4477",1996,"Melbi2",92.208,154,10,2,1,152,322,475,2.52e-58,217
"4479",2000,"Crafun1",77.209,215,24,13,1,194,448,658,1.05e-23,102
"4481",2001,"Emmcr1",86.567,134,10,7,11,141,371,499,1.85e-35,141
"4510",2007,"Venin1",97.143,140,3,1,1,139,340,479,7.16e-64,235
"4511",2009,"Amore1",90.066,151,14,1,1,151,422,571,1.17e-51,195
"4512",2016,"Melbi2",90.909,154,11,3,1,151,322,475,1.95e-54,204
"4516",2017,"Melbi2",90.345,145,12,2,1,143,322,466,5.41e-50,189
"4517",2029,"Trialn1",100,180,0,0,1,180,345,524,2.9e-93,333
"4575",2032,"Psever1",92.453,159,9,3,1,156,339,497,1.55e-60,224
"4577",2037,"Phiglo1",82.883,111,16,3,1,110,298,406,3.78e-22,97.1
"4578",2041,"Diahe1",80.531,113,19,2,74,185,421,531,3.32e-18,84.2
"4579",2042,"Pensol1",100,173,0,0,1,173,359,531,2.16e-89,320
"4580",2042,"Pensoli1",100,173,0,0,1,173,359,531,2.16e-89,320
"4581",2042,"Psol18327_1",100,173,0,0,1,173,359,531,2.16e-89,320
"4821",2047,"Melbi2",87.097,155,16,3,1,152,322,475,5.53e-45,172
"4823",2056,"Didma1",98.182,165,2,1,1,165,299,462,2.08e-79,287
"4827",2062,"Theglo1",80.519,154,25,5,1,150,323,475,9.87e-28,115
"4828",2064,"Aspparv1",99.435,177,0,1,1,176,328,504,2.2e-89,320
"4829",2064,"Aspcer1",99.435,177,0,1,1,176,328,504,2.2e-89,320
"5069",2066,"Melbi2",90.968,155,11,3,1,153,322,475,5.49e-55,206
"5071",2068,"Favcal1_2",80.769,130,14,9,1,127,572,693,1.31e-20,91.6
"5072",2083,"Melbi2",90.323,155,12,3,1,153,322,475,2.55e-53,200
"5076",2092,"Hyafin1",93.913,115,5,2,1,114,417,530,5.69e-45,172
"5078",2107,"Melbi2",90.446,157,11,4,1,156,322,475,2.02e-54,204
"5080",2108,"Tripare1",88.764,178,9,9,1,176,370,538,1.91e-55,207
"5125",2127,"Psever1",81.208,149,23,5,1,146,339,485,9.87e-28,115
"5126",2129,"Ascra1",80.87,115,13,8,1,111,300,409,1.04e-17,82.4
"5130",2131,"Theglo1",86.842,114,14,1,1,113,323,436,4.56e-31,126
"5131",2140,"Altar1",99.405,168,0,1,1,168,329,495,2.1e-84,303
"5144",2141,"Hyafin1",89.655,116,9,3,1,115,417,530,1.22e-36,145
"5146",2143,"Hyafin1",98.039,153,2,1,1,153,417,568,8.93e-73,265
"5149",2155,"Hyafin1",94.783,115,5,1,1,115,417,530,1.23e-46,178
"5150",2157,"NsAZ0576_1",91.379,174,14,1,1,174,294,466,2.25e-64,237
"5151",2157,"NsCB679_1",91.379,174,14,1,1,174,294,466,2.25e-64,237
"5152",2157,"NsAK0226_1",91.379,174,14,1,1,174,294,466,2.25e-64,237
"5154",2164,"Melbi2",97.931,145,2,1,1,144,322,466,2.46e-68,250
"5156",2165,"Melbi2",89.937,159,8,7,1,156,322,475,9.39e-53,198
"5158",2166,"Botdo1_1",79.167,96,18,2,1,95,346,440,9.94e-13,65.8
"5159",2167,"Phiatr1",80.374,107,11,5,1,107,317,413,6.76e-15,73.1
"5160",2168,"Tolinf1",88.235,170,11,5,1,170,320,480,1.34e-51,195
"5162",2179,"Crafun1",80,160,16,7,1,148,448,603,2.87e-24,104
"5163",2217,"Extant1",78.344,157,22,9,1,150,305,456,1.57e-20,91.6
"5164",2221,"Melbi2",90.667,150,8,5,1,147,322,468,1.21e-51,195
"5166",2222,"Hyafin1",88.961,154,14,3,1,153,417,568,1.99e-49,187
"5167",2224,"Neobo1",100,174,0,0,1,174,349,522,6.04e-90,322
"5172",2226,"Melbi2",89.865,148,13,2,1,147,322,468,5.69e-50,189
"5174",2228,"Nemabo1",83.908,174,19,6,1,167,444,615,1.72e-40,158
"5175",2232,"Claim1",85.093,161,17,7,1,155,364,523,1.88e-40,158
"5182",2246,"Venin1",89.286,140,12,3,4,141,342,480,5.65e-45,172
"5183",2250,"Horwer1",81.379,145,18,9,1,140,311,451,4.46e-26,110
"5184",2253,"Favcal1_2",88.372,129,4,9,1,124,473,595,9.64e-37,145
"5185",2257,"Melbi2",89.103,156,14,3,1,155,322,475,1.56e-50,191
"5188",2260,"Diahe1",83.036,112,18,1,74,185,421,531,3.3e-23,100
"5189",2272,"Theglo1",79.503,161,21,10,1,152,323,480,2.04e-24,104
"5191",2273,"Hyafin1",93.043,115,6,2,1,114,417,530,2.59e-43,167
"5192",2275,"Favcal1_2",85.87,184,10,9,43,214,514,693,1.34e-47,182
"5193",2278,"Trihel1",92.432,185,14,0,1,185,376,560,1.1e-72,265
"5250",2281,"Acema1",92.208,154,10,2,1,153,431,583,2.54e-58,217
"5251",2288,"Chafi1",85.235,149,16,4,1,145,331,477,9.87e-38,148
"5253",2293,"Melbi2",91.667,156,7,6,1,152,322,475,1.17e-56,211
"5256",2294,"Aspoer1",94.872,156,5,3,1,154,424,578,1.71e-65,241
"5389",2295,"Tricer1",83.471,121,14,6,78,194,422,540,2.08e-25,108
"5392",2305,"Favcal1_2",82.278,158,9,14,1,145,473,624,1.07e-28,119
"5393",2308,"Parmar1",83.168,101,16,1,56,156,391,490,1.79e-20,91.6
"5397",2310,"Fonnu1",83.471,121,10,7,58,170,434,552,2.47e-24,104
"5399",2314,"Melbi2",91.892,148,10,2,1,147,322,468,5.57e-55,206
"5401",2315,"Melbi2",90.26,154,13,2,1,152,322,475,2.54e-53,200
"5404",2316,"Claim1",82.353,170,20,8,1,163,363,529,7.03e-35,139
"5412",2318,"Exoalc1",87.838,148,9,7,1,142,362,506,1.32e-42,165
"5413",2318,"Exoalc1_J33",87.838,148,9,7,1,142,362,506,1.32e-42,165
"5417",2319,"HyprubER1909_1",92.216,167,11,2,1,167,371,535,7.93e-64,235
"5418",2319,"Hyprub1",92.216,167,11,2,1,167,371,535,7.93e-64,235
"5419",2323,"Melbi2",91.096,146,11,2,1,145,322,466,3.33e-52,196
"5421",2325,"Melbi2",91.72,157,10,3,1,157,322,475,9.39e-58,215
"5423",2337,"Fusavent1",87.097,155,12,5,1,149,337,489,8.27e-44,169
"5425",2338,"Crafun1",82.209,163,20,7,1,160,448,604,1.36e-32,132
"5428",2339,"Clamic1",94.521,146,5,2,1,146,364,506,5.73e-60,222
"5435",2354,"Amore1",85.075,134,19,1,1,133,422,555,7.09e-34,135
"5436",2355,"Melbi2",82.166,157,21,7,1,153,322,475,1.22e-31,128
"5438",2356,"Hyafin1",98.039,153,1,2,1,152,417,568,8.86e-73,265
"5440",2358,"Sarstr1",83.471,121,15,5,72,192,417,532,2.05e-25,108
"5441",2358,"Acrst1",83.471,121,15,5,72,192,417,532,2.05e-25,108
"5444",2362,"Penci1",91.083,157,10,4,1,156,304,457,5.03e-56,209
"5510",2368,"Exoalc1",89.349,169,17,1,1,169,362,529,1.56e-56,211
"5511",2368,"Exoalc1_J33",89.349,169,17,1,1,169,362,529,1.56e-56,211
"5518",2369,"Amore1",84.106,151,22,2,1,150,422,571,1.19e-36,145
"5519",2373,"Acema1",94.161,137,8,0,1,137,431,567,4.18e-56,209
"5520",2378,"Claim1",87.037,162,15,6,1,157,363,523,1.45e-46,178
"5529",2381,"Gloci1",80.392,102,13,6,1,96,371,471,2.12e-14,71.3
"5531",2382,"Claim1",88.889,162,12,6,1,157,363,523,1.47e-51,195
"5539",2385,"Hyafin1",89.565,115,9,3,1,113,417,530,4.37e-36,143
"5541",2386,"Botdo1_1",78.947,95,19,1,1,94,346,440,3.57e-12,63.9
"5543",2393,"Hyafin1",94.167,120,5,2,1,119,417,535,9.32e-48,182
"5544",2397,"Melbi2",91.72,157,6,7,1,153,322,475,1.18e-56,211
"5546",2402,"PleosDSM11191_1",97.129,209,4,1,1,207,416,624,9.33e-99,351
"5547",2402,"PleosPC9_1",97.129,209,4,1,1,207,416,624,9.33e-99,351
"5548",2408,"Hyafin1",86.275,153,16,5,1,149,417,568,1.17e-41,161
"5549",2463,"Purli1",80.791,177,12,16,1,171,374,534,8.77e-29,119
"5611",2469,"Aspmic1",93.478,138,6,3,1,135,347,484,7.84e-54,202
"5847",2471,"Aspmic1",95.745,141,3,2,1,140,347,485,1.74e-60,224
"6017",2472,"Hyafin1",91.304,115,8,2,1,114,417,530,5.69e-40,156
"6021",2482,"Botdo1_1",80.612,98,10,6,1,92,346,440,2.68e-13,67.6
"6023",2491,"Claim1",86.631,187,19,6,1,184,363,546,8.99e-54,202
"6031",2497,"Hyafin1",91.304,115,8,2,1,114,417,530,5.65e-40,156
"6044",2501,"Asppol1",95.139,144,4,3,1,142,339,481,1.77e-60,224
"6266",2511,"Acema1",91.558,154,12,1,1,154,431,583,1.19e-56,211
"6267",2513,"Hyafin1",92.241,116,6,3,1,115,417,530,1.21e-41,161
"6270",2516,"Melbi2",92.208,154,11,1,1,153,322,475,2.54e-58,217
"6272",2517,"Amore1",85.806,155,15,5,1,153,422,571,1.56e-40,158
"6273",2523,"Cucbe1",90.756,119,9,2,1,119,311,427,1.74e-40,158
"6275",2524,"Truan1",100,159,0,0,1,159,355,513,1.21e-81,294
"6276",2531,"Xylbam139988_1",91.071,168,11,4,1,165,364,530,1.65e-60,224
"6278",2532,"Pfru18276_1",96.571,175,3,3,1,172,312,486,2.17e-79,287
"6515",2535,"Acema1",92.208,154,11,1,1,154,431,583,2.55e-58,217
"6517",2541,"Exoalc1",87.582,153,14,4,1,151,362,511,7.01e-45,172
"6518",2541,"Exoalc1_J33",87.582,153,14,4,1,151,362,511,7.01e-45,172
"6523",2546,"Rhyag1",83.019,159,18,9,1,152,486,642,7.25e-34,135
"6525",2552,"Claim1",85.492,193,17,11,1,187,363,550,1.92e-50,191
"6526",2555,"NsAZ0576_1",94.828,174,8,1,1,174,294,466,2.22e-74,270
"6527",2555,"NsCB679_1",94.828,174,8,1,1,174,294,466,2.22e-74,270
"6528",2555,"NsAK0226_1",94.828,174,8,1,1,174,294,466,2.22e-74,270
"6531",2560,"Paront1",94.675,169,5,4,1,166,324,491,4.55e-71,259
"6534",2563,"Triham1",96.154,182,5,1,1,182,391,570,3.85e-82,296
"6591",2565,"Hyafin1",95.652,115,4,1,1,115,417,530,2.61e-48,183
"6592",2568,"Racan1",81.507,146,17,7,1,141,327,467,1.25e-26,111
"6593",2569,"Melbi2",91.083,157,11,3,1,157,322,475,4.37e-56,209
"6595",2572,"Exoalc1",87.5,184,19,4,1,182,362,543,5.66e-56,209
"6596",2572,"Exoalc1_J33",87.5,184,19,4,1,182,362,543,5.66e-56,209
"6602",2574,"Flaful1",86.093,151,18,2,1,148,342,492,4.66e-41,159
"6605",2577,"Amore1",81.651,109,14,5,1,107,422,526,7.74e-19,86.1
"6607",2582,"Hyafin1",95.69,116,3,2,1,116,417,530,7.31e-49,185
"6608",2584,"Melbi2",88.961,154,14,3,1,151,322,475,1.96e-49,187
"6610",2585,"Claim1",87.425,167,12,6,1,164,363,523,3.35e-48,183
"6617",2588,"Colorb1",80.645,155,21,9,1,148,327,479,1.32e-26,111
"6618",2600,"Melbi2",91.667,156,9,4,1,154,322,475,3.3e-57,213
"6620",2612,"Amore1",80.556,108,16,5,1,106,422,526,1.26e-16,78.7
"6623",2626,"Hyafin1",91.367,139,11,1,1,139,417,554,5.61e-50,189
"6624",2633,"Melbi2",95.455,154,5,2,1,152,322,475,1.15e-66,244
"6627",2650,"Tolinf1",94.245,139,2,5,39,176,347,480,1.79e-55,207
"6630",2658,"Claim1",82.051,195,21,13,1,188,363,550,2.54e-39,154
"6631",2662,"Amore1",86.452,155,14,4,1,153,422,571,3.35e-42,163
"6632",2666,"Schins1",89.268,205,20,2,1,203,380,584,7.36e-70,255
"6648",2672,"Trias1",97.222,180,3,2,1,179,337,515,2.3e-84,303
"6649",2672,"Triasper1",97.222,180,3,2,1,179,337,515,2.3e-84,303
"6706",2686,"Hyafin1",94.118,119,6,1,1,118,417,535,3.33e-47,180
"6707",2693,"Extant1",78.065,155,26,6,1,150,305,456,1.57e-20,91.6
"6708",2695,"Ocuya1",91.772,158,10,3,1,156,426,582,2.59e-58,217
"6710",2705,"Melbi2",91.156,147,8,5,1,144,322,466,1.17e-51,195
"6713",2710,"Acema1",92.157,153,9,2,1,150,431,583,3.21e-57,213
"6714",2711,"Hyafin1",82.468,154,22,5,1,151,417,568,3.35e-32,130
"6716",2712,"Cucbe1",89.759,166,15,2,1,164,311,476,1.28e-56,211
"6720",2715,"Fonmo1",87.283,173,7,11,1,161,367,536,3.26e-48,183
"6725",2728,"Acema1",93.103,145,9,1,1,144,431,575,1.18e-56,211
"6726",2734,"Psever1",76.744,129,26,4,1,128,339,464,7.85e-14,69.4
"6727",2744,"Melbi2",91.026,156,11,3,1,155,322,475,1.55e-55,207
"6730",2750,"Acema1",93.836,146,8,1,1,146,431,575,7.16e-59,219
"6732",2754,"Hyafin1",91.304,115,8,2,1,114,417,530,5.65e-40,156
"6735",2757,"Acema1",94.928,138,6,1,1,138,431,567,9.19e-58,215
"6738",2771,"Rhyag1",91.589,107,5,4,1,105,486,590,1.22e-36,145
"6739",2772,"Claim1",88.272,162,13,6,1,157,363,523,6.72e-50,189
"6747",2773,"Hyafin1",92.381,105,7,1,1,105,417,520,9.52e-38,148
"6748",2775,"Melbi2",93.243,148,8,2,1,147,322,468,2.57e-58,217
"6751",2781,"Hyafin1",92.174,115,5,3,1,114,417,528,4.43e-41,159
"6760",2790,"Tristr1",96.491,171,6,0,1,171,315,485,3.05e-78,283
"6802",2795,"Hyafin1",95.652,115,4,1,1,115,417,530,2.53e-48,183
"6804",2796,"Didma1",86.667,105,13,1,1,104,299,403,1e-27,115
"6805",2819,"Tappo1",78.469,209,29,10,14,208,387,593,8e-30,122
"6806",2824,"Acema1",89.542,153,16,0,1,153,431,583,1.19e-51,195
"6807",2828,"Crafun1",75.61,164,28,11,1,160,448,603,3.02e-14,71.3
"6808",2852,"Exosi1",84.568,162,21,4,1,159,350,510,1.99e-40,158
"6809",2856,"Psever1",94,150,7,2,1,148,339,488,4.28e-61,226
"6931",2858,"Aspven1",95.868,121,2,2,1,118,351,471,4.75e-51,193
"6933",2858,"Aspstel1_1",95.868,121,2,2,1,118,292,412,4.75e-51,193
"6934",2858,"Aspaste1",95.868,121,2,2,1,118,318,438,4.75e-51,193
"7047",2863,"Tricec1",87.117,163,14,5,1,161,394,551,1.48e-46,178
"7048",2864,"Melbi2",94.839,155,7,1,1,155,322,475,1.53e-65,241
"7050",2867,"Talat1",88.514,148,8,3,1,139,304,451,2.18e-44,171
"7248",2869,"Melbi2",93.548,155,8,2,1,154,322,475,3.28e-62,230
"7250",2883,"Hyafin1",97.386,153,3,1,1,153,417,568,4.15e-71,259
"7252",2887,"Melbi2",92.208,154,9,3,1,151,322,475,8.99e-58,215
"7254",2892,"Didma1",82.857,105,15,2,1,102,299,403,1.68e-20,91.6
"7256",2900,"Crafun1",80.537,149,18,9,72,212,531,676,2.96e-24,104
"7257",2903,"Triaus1",97.312,186,3,2,1,184,351,536,1.07e-87,315
"7314",2905,"Tolinf1",91.176,170,6,7,1,170,320,480,6.14e-60,222
"7318",2906,"Tolinf1",87.425,167,13,5,3,169,322,480,8e-49,185
"7319",2909,"Tribre1",93.22,177,7,5,1,174,350,524,6.21e-70,255
"7320",2909,"Tribrev1",93.22,177,7,5,1,174,350,524,6.21e-70,255
"7378",2910,"Exoalc1",87.143,140,9,7,1,134,362,498,3.73e-38,150
"7379",2910,"Exoalc1_J33",87.143,140,9,7,1,134,362,498,3.73e-38,150
"7385",2916,"Parchr1",83.486,109,8,7,1,108,353,452,4.79e-21,93.5
"7386",2916,"Parch1",83.486,109,8,7,1,108,353,452,4.79e-21,93.5
"7387",2919,"Cucbe1",88.554,166,17,2,1,164,311,476,2.76e-53,200
"7396",2920,"Altpo1",90.351,114,5,3,1,111,331,441,1.38e-36,145
"7402",2922,"Botdo1_1",79.381,97,15,5,1,94,346,440,3.5e-12,63.9
"7403",2936,"Melbi2",90.323,155,11,4,1,152,322,475,2.54e-53,200
"7406",2938,"Bimnz1",89.091,165,15,3,1,163,366,529,7.63e-54,202
"7413",2940,"Melbi2",92.208,154,10,2,1,152,322,475,2.52e-58,217
"7416",2958,"Exosi1",85.315,143,12,7,1,140,350,486,7.07e-35,139
"7419",2959,"Theglo1",79.47,151,24,6,1,146,323,471,2.7e-23,100
"7420",2965,"Crafun1",80.645,155,18,10,66,211,525,676,6.33e-26,110
"7421",2972,"Melbi2",94.839,155,7,1,1,155,322,475,1.53e-65,241
"7424",2975,"Fonmo1",86.982,169,10,9,1,158,367,534,4.24e-47,180
"7430",2977,"Melbi2",90.968,155,12,2,1,154,322,475,1.54e-55,207
"7432",2979,"Aspapp1",100,174,0,0,1,174,298,471,6.04e-90,322
"7433",2979,"Eurhe1",100,174,0,0,1,174,307,480,6.04e-90,322
"7434",2979,"Aspcib1",100,174,0,0,1,174,307,480,6.04e-90,322
"7631",2980,"Favcal1_2",82.278,158,9,14,1,145,473,624,1.07e-28,119
"7632",2985,"Gyresc1",93.333,210,13,1,1,209,555,764,5.75e-86,309
"7634",2986,"Hyafin1",95.652,115,4,1,1,115,417,530,2.63e-48,183
"7635",2988,"Trias1",96.667,180,5,1,1,180,337,515,1.08e-82,298
"7636",2988,"Triasper1",96.667,180,5,1,1,180,337,515,1.08e-82,298
"7692",2990,"Neobo1",92.614,176,9,4,1,174,349,522,2.89e-68,250
"7696",2991,"Tappo1",77.34,203,34,10,19,210,392,593,6.3e-26,110
"7697",2992,"Trias1",100,171,0,0,1,171,337,507,2.9e-88,316
"7698",2992,"Triasper1",100,171,0,0,1,171,337,507,2.9e-88,316
"7754",2994,"Triaus1",97.884,189,1,1,1,189,351,536,1.84e-90,324
"7808",3003,"Melbi2",90.968,155,8,6,1,150,322,475,1.93e-54,204
"7811",3012,"MohoAD009_1",100,139,0,0,1,139,318,456,1.35e-70,257
"7812",3012,"MohoCK413_1",100,139,0,0,1,139,318,456,1.35e-70,257
"7821",3015,"Meltu1",96.933,163,4,1,1,163,388,549,5.73e-75,272
"7823",3036,"Melbi2",90.845,142,12,1,11,151,334,475,5.45e-50,189
"7825",3039,"Purli1",92.398,171,8,5,1,167,374,543,5.97e-65,239
"7829",3041,"MozyPUSTF9C_1",88.393,112,7,5,38,145,347,456,3.2e-32,130
"7830",3041,"MozyN2592_1",88.393,112,7,5,38,145,347,456,3.2e-32,130
"7834",3045,"Diaam1",80.488,164,20,5,1,160,304,459,1.11e-27,115
"7835",3055,"Amore1",88.321,137,13,3,1,135,422,557,1.19e-41,161
"7836",3066,"Melbi2",94.805,154,6,2,1,152,322,475,5.37e-65,239
"7838",3068,"Theglo1",85.841,113,14,2,1,112,323,434,7.47e-29,119
"7840",3069,"Melbi2",90.411,146,12,2,1,145,322,466,1.53e-50,191
"7841",3088,"Tolinf1",86.207,116,12,4,79,193,368,480,7.37e-30,122
"7842",3089,"Darbet1",93.464,153,9,1,1,152,379,531,4.53e-61,226
"7848",3093,"Didma1",84.545,110,16,1,1,109,299,408,1.66e-25,108
"7850",3100,"Clasph1",84.071,113,10,7,1,110,321,428,7.63e-24,102
"7851",3102,"Crafun1",81.988,161,21,7,1,157,448,604,4.81e-32,130
"7853",3116,"Melbi2",87.755,147,15,3,1,146,322,466,7.2e-44,169
"7856",3117,"Cucbe1",81.416,113,17,4,1,110,311,422,6.07e-20,89.8
"7857",3125,"Melbi2",92.857,140,9,1,1,139,322,461,7.15e-54,202
"7861",3133,"Exosp1",84.672,137,12,5,1,132,352,484,1.58e-31,128
"7864",3134,"Ocuya1",91.139,158,11,3,1,156,426,582,1.21e-56,211
"7865",3134,"Rhyag1",91.139,158,11,3,1,156,486,642,1.21e-56,211
"7866",3137,"Melbi2",90.789,152,9,4,6,155,327,475,9.32e-53,198
"7869",3139,"CocheC4_6",85.47,117,12,4,1,112,465,581,2.86e-28,117
"7870",3139,"ChetHm338_1",85.47,117,12,4,1,112,465,581,2.86e-28,117
"7871",3139,"ChetHAW225_4",85.47,117,12,4,1,112,465,581,2.86e-28,117
"7872",3139,"ChetPR9b_4",85.47,117,12,4,1,112,465,581,2.86e-28,117
"7873",3139,"ChetPR1x412_2",85.47,117,12,4,1,112,465,581,2.86e-28,117
"7881",3142,"Venin1",95.588,136,5,1,1,135,340,475,2.65e-58,217
"7882",3145,"Melbi2",93.548,155,9,1,1,155,322,475,3.31e-62,230
"7884",3146,"Purli1",81.111,180,10,10,1,177,374,532,7.16e-30,122
"7885",3150,"Claim1",86.01,193,14,11,1,185,363,550,1.47e-51,195
"7892",3153,"Pbre18316_1",100,170,0,0,1,170,326,495,9.84e-88,315
"7893",3153,"Penbr2",100,170,0,0,1,170,326,495,9.84e-88,315
"7894",3153,"PenbrAgRF18_1",100,170,0,0,1,170,326,495,9.84e-88,315
"8110",3161,"Favcal1_2",80.435,138,16,9,3,137,564,693,1.1e-21,95.3
"8111",3166,"Exosi1",87.805,164,13,5,1,161,350,509,1.02e-48,185
"8150",3168,"Penvul1",95.139,144,7,0,1,144,427,570,1.35e-61,228
"8354",3170,"Hyafin1",88.679,106,8,4,1,104,417,520,4.43e-31,126
"8357",3173,"Rhyag1",91.667,96,5,3,1,94,486,580,3.47e-32,130
"8359",3180,"Ganleu1",84.058,207,25,7,1,202,357,560,5.83e-51,193
"8360",3182,"Melbi2",89.333,150,9,6,1,148,322,466,9.39e-48,182
"8362",3191,"Macan1",97.561,164,4,0,1,164,298,461,9.59e-78,281
"8365",3192,"Clasph1",84.536,97,12,3,1,95,321,416,4.66e-21,93.5
"8367",3205,"Ilyrob1",85.577,104,13,2,59,161,458,560,1.69e-25,108
"8368",3206,"MozyPUSTF9C_1",81.203,133,15,5,1,124,308,439,7.61e-23,99
"8369",3206,"MozyN2592_1",81.203,133,15,5,1,124,308,439,7.61e-23,99
"8370",3210,"Melbi2",88.816,152,8,8,1,148,322,468,1.22e-46,178
"8372",3212,"Psever1",93.919,148,7,2,1,146,339,486,5.53e-60,222
"8375",3220,"Melbi2",88.816,152,9,7,1,149,322,468,3.43e-47,180
"8377",3224,"Melbi2",88.961,154,15,2,1,152,322,475,5.49e-50,189
"8378",3224,"Hyafin1",88.961,154,13,4,1,152,417,568,1.97e-49,187
"8380",3225,"Fusavent1",86.42,162,12,6,1,159,337,491,8.54e-44,169
"8381",3227,"Melbi2",89.61,154,15,1,1,153,322,475,1.19e-51,195
"8383",3234,"Purli1",91.228,171,10,5,1,167,374,543,1.29e-61,228
"8385",3253,"Melbi2",91.72,157,9,4,1,156,322,475,9.32e-58,215
"8387",3277,"Trias1",94.022,184,6,3,1,184,337,515,1.86e-75,274
"8388",3277,"Triasper1",94.022,184,6,3,1,184,337,515,1.86e-75,274
