"","ASV_ID","portal_id","perc_id","alignment_length","mismatches","gap_opens","q_start","q_end","s_start","s_end","eval","bit_score"
"4258",1814,"Venin1",97.037,135,3,1,1,134,340,474,4.25e-61,226
"4259",1816,"Extant1",87.742,155,13,5,1,152,305,456,4.27e-46,176
"4260",1817,"Melbi2",92.903,155,10,1,1,155,322,475,1.54e-60,224
"4262",1828,"Psever1",78.873,142,25,5,1,139,339,478,1.62e-20,91.6
"4263",1830,"Hyafin1",84.967,153,18,4,1,149,417,568,2.53e-38,150
"4264",1842,"Melbi2",92.308,156,8,4,1,154,322,475,7.1e-59,219
"4266",1851,"Diaam1",84.94,166,19,5,1,161,304,468,3.67e-42,163
"4268",1862,"Acema1",92.258,155,9,3,1,154,431,583,2.55e-58,217
"4270",1871,"Tolinf1",93.571,140,2,6,37,175,347,480,8.26e-54,202
"4273",1877,"Psever1",76.712,146,22,8,1,140,339,478,2.14e-14,71.3
"4274",1879,"Neobo1",77.622,143,24,7,34,172,376,514,4.14e-17,80.5
"4275",1884,"Melbi2",91.139,158,8,6,1,156,322,475,4.34e-56,209
"4277",1885,"Morhum1",100,144,0,0,1,144,341,484,2.32e-73,267
"4278",1885,"MohuKOD1050_1",100,144,0,0,1,144,341,484,2.32e-73,267
"4288",1890,"Claim1",87.037,162,15,6,1,157,363,523,1.46e-46,178
"4289",1893,"AurpulNBB1",100,147,0,0,1,147,340,486,5.77e-75,272
"4290",1893,"Aurpu_var_pul1",100,147,0,0,1,147,340,486,5.77e-75,272
"4291",1893,"Aurpu1",100,147,0,0,1,147,340,486,5.77e-75,272
"4292",1908,"Melbi2",90.323,155,11,4,1,152,322,475,2.54e-53,200
"4300",1912,"Corno1",95.69,116,4,1,1,115,333,448,2.14e-49,187
"4308",1916,"Parchr1",86.667,165,7,6,1,165,353,502,7.84e-44,169
"4309",1916,"Parch1",86.667,165,7,6,1,165,353,502,7.84e-44,169
"4311",1927,"Theglo1",83.478,115,16,3,1,114,323,435,2.12e-24,104
"4313",1930,"Hyafin1",95.652,115,4,1,1,115,417,530,2.59e-48,183
"4314",1935,"Claim1",87.179,156,14,6,1,151,363,517,6.76e-45,172
"4321",1937,"Hyafin1",89.744,156,11,5,1,155,417,568,1.21e-51,195
"4323",1939,"Melbi2",91.824,159,6,6,1,157,322,475,9.39e-58,215
"4325",1951,"Amore1",90.728,151,11,3,1,149,422,571,8.91e-53,198
"4326",1957,"Melbi2",89.933,149,9,5,1,147,322,466,2.03e-49,187
"4328",1959,"Hyafin1",79.747,158,23,8,1,155,417,568,5.81e-25,106
"4329",1968,"Crafun1",81.437,167,19,9,3,160,513,676,4.62e-31,126
"4330",1975,"Chafi1",87.5,144,12,5,1,141,331,471,1.28e-41,161
"4331",1977,"Melbi2",90.909,154,14,0,1,154,322,475,1.54e-55,207
"4333",1984,"Claim1",87.113,194,14,9,1,189,363,550,5.38e-56,209
"4340",1989,"Acema1",94.444,108,6,0,1,108,431,538,2.59e-43,167
"4341",1990,"Hyafin1",87.097,155,16,4,1,154,417,568,5.61e-45,172
"4342",1995,"Fonmo1",85.882,170,15,6,1,161,367,536,7.22e-45,172
"4347",1996,"Melbi2",92.208,154,10,2,1,152,322,475,2.52e-58,217
"4349",2000,"Crafun1",77.209,215,24,13,1,194,448,658,1.05e-23,102
"4351",2001,"Emmcr1",86.567,134,10,7,11,141,371,499,1.85e-35,141
"4380",2007,"Venin1",97.143,140,3,1,1,139,340,479,7.16e-64,235
"4381",2009,"Amore1",90.066,151,14,1,1,151,422,571,1.17e-51,195
"4382",2016,"Melbi2",90.909,154,11,3,1,151,322,475,1.95e-54,204
"4386",2017,"Melbi2",90.345,145,12,2,1,143,322,466,5.41e-50,189
"4387",2029,"Trialn1",100,180,0,0,1,180,345,524,2.9e-93,333
"4445",2032,"Psever1",92.453,159,9,3,1,156,339,497,1.55e-60,224
"4446",2042,"Pensol1",100,173,0,0,1,173,359,531,2.16e-89,320
"4447",2042,"Pensoli1",100,173,0,0,1,173,359,531,2.16e-89,320
"4448",2042,"Psol18327_1",100,173,0,0,1,173,359,531,2.16e-89,320
"4685",2047,"Melbi2",87.097,155,16,3,1,152,322,475,5.53e-45,172
"4687",2056,"Didma1",98.182,165,2,1,1,165,299,462,2.08e-79,287
"4690",2062,"Theglo1",80.519,154,25,5,1,150,323,475,9.87e-28,115
"4691",2064,"Aspparv1",99.435,177,0,1,1,176,328,504,2.2e-89,320
"4692",2064,"Aspcer1",99.435,177,0,1,1,176,328,504,2.2e-89,320
"4929",2066,"Melbi2",90.968,155,11,3,1,153,322,475,5.49e-55,206
"4931",2068,"Favcal1_2",80.769,130,14,9,1,127,572,693,1.31e-20,91.6
"4932",2083,"Melbi2",90.323,155,12,3,1,153,322,475,2.55e-53,200
"4936",2092,"Hyafin1",93.913,115,5,2,1,114,417,530,5.69e-45,172
"4938",2107,"Melbi2",90.446,157,11,4,1,156,322,475,2.02e-54,204
"4940",2108,"Tripare1",88.764,178,9,9,1,176,370,538,1.91e-55,207
"4985",2127,"Psever1",81.208,149,23,5,1,146,339,485,9.87e-28,115
"4986",2131,"Theglo1",86.842,114,14,1,1,113,323,436,4.56e-31,126
"4987",2140,"Altar1",99.405,168,0,1,1,168,329,495,2.1e-84,303
"5000",2141,"Hyafin1",89.655,116,9,3,1,115,417,530,1.22e-36,145
"5002",2143,"Hyafin1",98.039,153,2,1,1,153,417,568,8.93e-73,265
"5005",2155,"Hyafin1",94.783,115,5,1,1,115,417,530,1.23e-46,178
"5006",2157,"NsAZ0576_1",91.379,174,14,1,1,174,294,466,2.25e-64,237
"5007",2157,"NsCB679_1",91.379,174,14,1,1,174,294,466,2.25e-64,237
"5008",2157,"NsAK0226_1",91.379,174,14,1,1,174,294,466,2.25e-64,237
"5010",2164,"Melbi2",97.931,145,2,1,1,144,322,466,2.46e-68,250
"5012",2165,"Melbi2",89.937,159,8,7,1,156,322,475,9.39e-53,198
"5014",2168,"Tolinf1",88.235,170,11,5,1,170,320,480,1.34e-51,195
"5015",2179,"Crafun1",80,160,16,7,1,148,448,603,2.87e-24,104
"5016",2217,"Extant1",78.344,157,22,9,1,150,305,456,1.57e-20,91.6
"5017",2221,"Melbi2",90.667,150,8,5,1,147,322,468,1.21e-51,195
"5019",2222,"Hyafin1",88.961,154,14,3,1,153,417,568,1.99e-49,187
"5020",2224,"Neobo1",100,174,0,0,1,174,349,522,6.04e-90,322
"5025",2226,"Melbi2",89.865,148,13,2,1,147,322,468,5.69e-50,189
"5027",2228,"Nemabo1",83.908,174,19,6,1,167,444,615,1.72e-40,158
"5028",2232,"Claim1",85.093,161,17,7,1,155,364,523,1.88e-40,158
"5035",2246,"Venin1",89.286,140,12,3,4,141,342,480,5.65e-45,172
"5036",2250,"Horwer1",81.379,145,18,9,1,140,311,451,4.46e-26,110
"5037",2253,"Favcal1_2",88.372,129,4,9,1,124,473,595,9.64e-37,145
"5038",2257,"Melbi2",89.103,156,14,3,1,155,322,475,1.56e-50,191
"5040",2260,"Diaam1",82.222,180,17,6,1,180,304,468,1.94e-35,141
"5041",2272,"Theglo1",79.503,161,21,10,1,152,323,480,2.04e-24,104
"5043",2273,"Hyafin1",93.043,115,6,2,1,114,417,530,2.59e-43,167
"5044",2275,"Favcal1_2",85.87,184,10,9,43,214,514,693,1.34e-47,182
"5045",2278,"Trihel1",92.432,185,14,0,1,185,376,560,1.1e-72,265
"5102",2281,"Acema1",92.208,154,10,2,1,153,431,583,2.54e-58,217
"5103",2288,"Chafi1",85.235,149,16,4,1,145,331,477,9.87e-38,148
"5105",2293,"Melbi2",91.667,156,7,6,1,152,322,475,1.17e-56,211
"5108",2294,"Aspoer1",94.872,156,5,3,1,154,424,578,1.71e-65,241
"5242",2310,"Exoalc1",82.635,167,16,10,1,154,362,528,8.77e-34,135
"5243",2310,"Exoalc1_J33",82.635,167,16,10,1,154,362,528,8.77e-34,135
"5244",2314,"Melbi2",91.892,148,10,2,1,147,322,468,5.57e-55,206
"5246",2315,"Melbi2",90.26,154,13,2,1,152,322,475,2.54e-53,200
"5249",2316,"Claim1",82.353,170,20,8,1,163,363,529,7.03e-35,139
"5255",2318,"Exosi1",87.654,162,15,5,1,159,350,509,3.64e-48,183
"5260",2319,"HyprubER1909_1",92.216,167,11,2,1,167,371,535,7.93e-64,235
"5261",2319,"Hyprub1",92.216,167,11,2,1,167,371,535,7.93e-64,235
"5262",2323,"Melbi2",91.096,146,11,2,1,145,322,466,3.33e-52,196
"5264",2325,"Melbi2",91.72,157,10,3,1,157,322,475,9.39e-58,215
"5266",2337,"Fusavent1",87.097,155,12,5,1,149,337,489,8.27e-44,169
"5268",2338,"Crafun1",82.209,163,20,7,1,160,448,604,1.36e-32,132
"5271",2339,"Clamic1",94.521,146,5,2,1,146,364,506,5.73e-60,222
"5275",2354,"Amore1",85.075,134,19,1,1,133,422,555,7.09e-34,135
"5276",2355,"Melbi2",82.166,157,21,7,1,153,322,475,1.22e-31,128
"5278",2356,"Hyafin1",98.039,153,1,2,1,152,417,568,8.86e-73,265
"5282",2362,"Penci1",91.083,157,10,4,1,156,304,457,5.03e-56,209
"5348",2368,"Exoalc1",89.349,169,17,1,1,169,362,529,1.56e-56,211
"5349",2368,"Exoalc1_J33",89.349,169,17,1,1,169,362,529,1.56e-56,211
"5356",2369,"Amore1",84.106,151,22,2,1,150,422,571,1.19e-36,145
"5357",2373,"Acema1",94.161,137,8,0,1,137,431,567,4.18e-56,209
"5358",2378,"Claim1",87.037,162,15,6,1,157,363,523,1.45e-46,178
"5366",2381,"Colin1",79.339,121,15,9,1,113,348,466,4.56e-16,76.8
"5367",2382,"Claim1",88.889,162,12,6,1,157,363,523,1.47e-51,195
"5375",2385,"Hyafin1",89.565,115,9,3,1,113,417,530,4.37e-36,143
"5378",2393,"Hyafin1",94.167,120,5,2,1,119,417,535,9.32e-48,182
"5379",2397,"Melbi2",91.72,157,6,7,1,153,322,475,1.18e-56,211
"5381",2402,"PleosDSM11191_1",97.129,209,4,1,1,207,416,624,9.33e-99,351
"5382",2402,"PleosPC9_1",97.129,209,4,1,1,207,416,624,9.33e-99,351
"5383",2408,"Hyafin1",86.275,153,16,5,1,149,417,568,1.17e-41,161
"5384",2463,"Purli1",80.791,177,12,16,1,171,374,534,8.77e-29,119
"5446",2469,"Aspmic1",93.478,138,6,3,1,135,347,484,7.84e-54,202
"5678",2471,"Aspmic1",95.745,141,3,2,1,140,347,485,1.74e-60,224
"5848",2472,"Hyafin1",91.304,115,8,2,1,114,417,530,5.69e-40,156
"5851",2482,"Aplpr1",76.984,126,15,9,1,112,359,484,4.49e-11,60.2
"5852",2491,"Claim1",86.631,187,19,6,1,184,363,546,8.99e-54,202
"5860",2497,"Hyafin1",91.304,115,8,2,1,114,417,530,5.65e-40,156
"5873",2501,"Asppol1",95.139,144,4,3,1,142,339,481,1.77e-60,224
"6095",2511,"Acema1",91.558,154,12,1,1,154,431,583,1.19e-56,211
"6096",2513,"Hyafin1",92.241,116,6,3,1,115,417,530,1.21e-41,161
"6098",2516,"Melbi2",92.208,154,11,1,1,153,322,475,2.54e-58,217
"6100",2517,"Amore1",85.806,155,15,5,1,153,422,571,1.56e-40,158
"6101",2523,"Cucbe1",90.756,119,9,2,1,119,311,427,1.74e-40,158
"6103",2524,"Truan1",100,159,0,0,1,159,355,513,1.21e-81,294
"6104",2531,"Xylbam139988_1",91.071,168,11,4,1,165,364,530,1.65e-60,224
"6106",2532,"Pfru18276_1",96.571,175,3,3,1,172,312,486,2.17e-79,287
"6340",2535,"Acema1",92.208,154,11,1,1,154,431,583,2.55e-58,217
"6342",2541,"Exoalc1",87.582,153,14,4,1,151,362,511,7.01e-45,172
"6343",2541,"Exoalc1_J33",87.582,153,14,4,1,151,362,511,7.01e-45,172
"6348",2546,"Rhyag1",83.019,159,18,9,1,152,486,642,7.25e-34,135
"6350",2552,"Claim1",85.492,193,17,11,1,187,363,550,1.92e-50,191
"6351",2555,"NsAZ0576_1",94.828,174,8,1,1,174,294,466,2.22e-74,270
"6352",2555,"NsCB679_1",94.828,174,8,1,1,174,294,466,2.22e-74,270
"6353",2555,"NsAK0226_1",94.828,174,8,1,1,174,294,466,2.22e-74,270
"6356",2560,"Paront1",94.675,169,5,4,1,166,324,491,4.55e-71,259
"6359",2563,"Triham1",96.154,182,5,1,1,182,391,570,3.85e-82,296
"6416",2565,"Hyafin1",95.652,115,4,1,1,115,417,530,2.61e-48,183
"6417",2568,"Racan1",81.507,146,17,7,1,141,327,467,1.25e-26,111
"6418",2569,"Melbi2",91.083,157,11,3,1,157,322,475,4.37e-56,209
"6420",2572,"Exoalc1",87.5,184,19,4,1,182,362,543,5.66e-56,209
"6421",2572,"Exoalc1_J33",87.5,184,19,4,1,182,362,543,5.66e-56,209
"6427",2574,"Flaful1",86.093,151,18,2,1,148,342,492,4.66e-41,159
"6431",2582,"Hyafin1",95.69,116,3,2,1,116,417,530,7.31e-49,185
"6432",2584,"Melbi2",88.961,154,14,3,1,151,322,475,1.96e-49,187
"6434",2585,"Claim1",87.425,167,12,6,1,164,363,523,3.35e-48,183
"6441",2588,"Colorb1",80.645,155,21,9,1,148,327,479,1.32e-26,111
"6442",2600,"Melbi2",91.667,156,9,4,1,154,322,475,3.3e-57,213
"6444",2612,"Colin1",77.686,121,17,9,1,113,348,466,9.79e-13,65.8
"6446",2626,"Hyafin1",91.367,139,11,1,1,139,417,554,5.61e-50,189
"6447",2633,"Melbi2",95.455,154,5,2,1,152,322,475,1.15e-66,244
"6450",2650,"Tolinf1",94.245,139,2,5,39,176,347,480,1.79e-55,207
"6453",2658,"Claim1",82.051,195,21,13,1,188,363,550,2.54e-39,154
"6454",2662,"Amore1",86.452,155,14,4,1,153,422,571,3.35e-42,163
"6455",2666,"Schins1",89.268,205,20,2,1,203,380,584,7.36e-70,255
"6471",2672,"Trias1",97.222,180,3,2,1,179,337,515,2.3e-84,303
"6472",2672,"Triasper1",97.222,180,3,2,1,179,337,515,2.3e-84,303
"6529",2686,"Hyafin1",94.118,119,6,1,1,118,417,535,3.33e-47,180
"6530",2693,"Extant1",78.065,155,26,6,1,150,305,456,1.57e-20,91.6
"6531",2695,"Ocuya1",91.772,158,10,3,1,156,426,582,2.59e-58,217
"6533",2705,"Melbi2",91.156,147,8,5,1,144,322,466,1.17e-51,195
"6536",2710,"Acema1",92.157,153,9,2,1,150,431,583,3.21e-57,213
"6537",2711,"Hyafin1",82.468,154,22,5,1,151,417,568,3.35e-32,130
"6539",2712,"Cucbe1",89.759,166,15,2,1,164,311,476,1.28e-56,211
"6543",2715,"Fonmo1",87.283,173,7,11,1,161,367,536,3.26e-48,183
"6548",2728,"Acema1",93.103,145,9,1,1,144,431,575,1.18e-56,211
"6549",2734,"Psever1",76.744,129,26,4,1,128,339,464,7.85e-14,69.4
"6550",2744,"Melbi2",91.026,156,11,3,1,155,322,475,1.55e-55,207
"6553",2750,"Acema1",93.836,146,8,1,1,146,431,575,7.16e-59,219
"6555",2754,"Hyafin1",91.304,115,8,2,1,114,417,530,5.65e-40,156
"6557",2757,"Acema1",94.928,138,6,1,1,138,431,567,9.19e-58,215
"6558",2771,"Melbi2",89.103,156,13,4,1,154,322,475,1.55e-50,191
"6560",2772,"Claim1",88.272,162,13,6,1,157,363,523,6.72e-50,189
"6565",2773,"Melbi2",89.726,146,14,1,1,146,322,466,7.26e-49,185
"6566",2775,"Melbi2",93.243,148,8,2,1,147,322,468,2.57e-58,217
"6569",2781,"Hyafin1",92.174,115,5,3,1,114,417,528,4.43e-41,159
"6578",2790,"Tristr1",96.491,171,6,0,1,171,315,485,3.05e-78,283
"6620",2795,"Hyafin1",95.652,115,4,1,1,115,417,530,2.53e-48,183
"6621",2819,"Tappo1",78.469,209,29,10,14,208,387,593,8e-30,122
"6622",2824,"Acema1",89.542,153,16,0,1,153,431,583,1.19e-51,195
"6623",2828,"Crafun1",75.61,164,28,11,1,160,448,603,3.02e-14,71.3
"6624",2852,"Exosi1",84.568,162,21,4,1,159,350,510,1.99e-40,158
"6625",2856,"Psever1",94,150,7,2,1,148,339,488,4.28e-61,226
"6746",2858,"Aspven1",95.868,121,2,2,1,118,351,471,4.75e-51,193
"6748",2858,"Aspstel1_1",95.868,121,2,2,1,118,292,412,4.75e-51,193
"6749",2858,"Aspaste1",95.868,121,2,2,1,118,318,438,4.75e-51,193
"6862",2863,"Tricec1",87.117,163,14,5,1,161,394,551,1.48e-46,178
"6863",2864,"Melbi2",94.839,155,7,1,1,155,322,475,1.53e-65,241
"6865",2867,"Talat1",88.514,148,8,3,1,139,304,451,2.18e-44,171
"7059",2869,"Melbi2",93.548,155,8,2,1,154,322,475,3.28e-62,230
"7061",2883,"Hyafin1",97.386,153,3,1,1,153,417,568,4.15e-71,259
"7063",2887,"Melbi2",92.208,154,9,3,1,151,322,475,8.99e-58,215
"7065",2903,"Triaus1",97.312,186,3,2,1,184,351,536,1.07e-87,315
"7122",2905,"Tolinf1",91.176,170,6,7,1,170,320,480,6.14e-60,222
"7126",2906,"Tolinf1",87.425,167,13,5,3,169,322,480,8e-49,185
"7127",2909,"Tribre1",93.22,177,7,5,1,174,350,524,6.21e-70,255
"7128",2909,"Tribrev1",93.22,177,7,5,1,174,350,524,6.21e-70,255
"7184",2910,"Exosi1",87.117,163,14,7,1,159,350,509,1.71e-46,178
"7188",2916,"Macan1",82.443,131,14,8,1,125,298,425,6.15e-25,106
"7190",2919,"Cucbe1",88.554,166,17,2,1,164,311,476,2.76e-53,200
"7192",2920,"CocheC4_6",88.976,127,12,2,1,125,465,591,6.35e-40,156
"7193",2920,"ChetHm338_1",88.976,127,12,2,1,125,465,591,6.35e-40,156
"7194",2920,"ChetHAW225_4",88.976,127,12,2,1,125,465,591,6.35e-40,156
"7195",2920,"ChetPR9b_4",88.976,127,12,2,1,125,465,591,6.35e-40,156
"7196",2920,"ChetPR1x412_2",88.976,127,12,2,1,125,465,591,6.35e-40,156
"7199",2936,"Melbi2",90.323,155,11,4,1,152,322,475,2.54e-53,200
"7202",2938,"Bimnz1",89.091,165,15,3,1,163,366,529,7.63e-54,202
"7208",2940,"Melbi2",92.208,154,10,2,1,152,322,475,2.52e-58,217
"7211",2958,"Exosi1",85.315,143,12,7,1,140,350,486,7.07e-35,139
"7214",2959,"Theglo1",79.47,151,24,6,1,146,323,471,2.7e-23,100
"7215",2972,"Melbi2",94.839,155,7,1,1,155,322,475,1.53e-65,241
"7218",2975,"Fonmo1",86.982,169,10,9,1,158,367,534,4.24e-47,180
"7224",2977,"Melbi2",90.968,155,12,2,1,154,322,475,1.54e-55,207
"7226",2979,"Aspapp1",100,174,0,0,1,174,298,471,6.04e-90,322
"7227",2979,"Eurhe1",100,174,0,0,1,174,307,480,6.04e-90,322
"7228",2979,"Aspcib1",100,174,0,0,1,174,307,480,6.04e-90,322
"7424",2985,"Gyresc1",93.333,210,13,1,1,209,555,764,5.75e-86,309
"7426",2986,"Hyafin1",95.652,115,4,1,1,115,417,530,2.63e-48,183
"7427",2988,"Trias1",96.667,180,5,1,1,180,337,515,1.08e-82,298
"7428",2988,"Triasper1",96.667,180,5,1,1,180,337,515,1.08e-82,298
"7484",2990,"Neobo1",92.614,176,9,4,1,174,349,522,2.89e-68,250
"7488",2991,"Tappo1",77.34,203,34,10,19,210,392,593,6.3e-26,110
"7489",2992,"Trias1",100,171,0,0,1,171,337,507,2.9e-88,316
"7490",2992,"Triasper1",100,171,0,0,1,171,337,507,2.9e-88,316
"7546",2994,"Triaus1",97.884,189,1,1,1,189,351,536,1.84e-90,324
"7600",3003,"Melbi2",90.968,155,8,6,1,150,322,475,1.93e-54,204
"7603",3012,"MohoAD009_1",100,139,0,0,1,139,318,456,1.35e-70,257
"7604",3012,"MohoCK413_1",100,139,0,0,1,139,318,456,1.35e-70,257
"7613",3015,"Meltu1",96.933,163,4,1,1,163,388,549,5.73e-75,272
"7615",3036,"Melbi2",90.845,142,12,1,11,151,334,475,5.45e-50,189
"7617",3039,"Purli1",92.398,171,8,5,1,167,374,543,5.97e-65,239
"7621",3041,"MozyPUSTF9C_1",88.393,112,7,5,38,145,347,456,3.2e-32,130
"7622",3041,"MozyN2592_1",88.393,112,7,5,38,145,347,456,3.2e-32,130
"7626",3045,"Diaam1",80.488,164,20,5,1,160,304,459,1.11e-27,115
"7627",3055,"Amore1",88.321,137,13,3,1,135,422,557,1.19e-41,161
"7628",3066,"Melbi2",94.805,154,6,2,1,152,322,475,5.37e-65,239
"7630",3068,"Theglo1",85.841,113,14,2,1,112,323,434,7.47e-29,119
"7632",3069,"Melbi2",90.411,146,12,2,1,145,322,466,1.53e-50,191
"7633",3089,"Darbet1",93.464,153,9,1,1,152,379,531,4.53e-61,226
"7639",3100,"Clasph1",84.071,113,10,7,1,110,321,428,7.63e-24,102
"7640",3102,"Crafun1",81.988,161,21,7,1,157,448,604,4.81e-32,130
"7642",3116,"Melbi2",87.755,147,15,3,1,146,322,466,7.2e-44,169
"7644",3125,"Melbi2",92.857,140,9,1,1,139,322,461,7.15e-54,202
"7647",3133,"Exosi1",83.537,164,18,7,1,159,350,509,1.56e-36,145
"7649",3134,"Ocuya1",91.139,158,11,3,1,156,426,582,1.21e-56,211
"7650",3134,"Rhyag1",91.139,158,11,3,1,156,486,642,1.21e-56,211
"7651",3137,"Melbi2",90.789,152,9,4,6,155,327,475,9.32e-53,198
"7654",3139,"Altpo1",83.2,125,15,3,1,120,331,454,4.79e-26,110
"7655",3139,"Altda1",83.2,125,15,4,1,120,328,451,4.79e-26,110
"7660",3142,"Venin1",95.588,136,5,1,1,135,340,475,2.65e-58,217
"7661",3145,"Melbi2",93.548,155,9,1,1,155,322,475,3.31e-62,230
"7663",3146,"Purli1",81.111,180,10,10,1,177,374,532,7.16e-30,122
"7664",3150,"Claim1",86.01,193,14,11,1,185,363,550,1.47e-51,195
"7671",3153,"Pbre18316_1",100,170,0,0,1,170,326,495,9.84e-88,315
"7672",3153,"Penbr2",100,170,0,0,1,170,326,495,9.84e-88,315
"7673",3153,"PenbrAgRF18_1",100,170,0,0,1,170,326,495,9.84e-88,315
"7889",3161,"Favcal1_2",80.435,138,16,9,3,137,564,693,1.1e-21,95.3
"7890",3166,"Exosi1",87.805,164,13,5,1,161,350,509,1.02e-48,185
"7927",3168,"Penvul1",95.139,144,7,0,1,144,427,570,1.35e-61,228
"8130",3170,"Melbi2",87.075,147,15,4,1,145,322,466,3.38e-42,163
"8131",3173,"Melbi2",87.898,157,15,4,1,156,322,475,9.46e-48,182
"8134",3180,"Ganleu1",84.058,207,25,7,1,202,357,560,5.83e-51,193
"8135",3182,"Melbi2",89.333,150,9,6,1,148,322,466,9.39e-48,182
"8137",3191,"Macan1",97.561,164,4,0,1,164,298,461,9.59e-78,281
"8140",3206,"MozyPUSTF9C_1",81.203,133,15,5,1,124,308,439,7.61e-23,99
"8141",3206,"MozyN2592_1",81.203,133,15,5,1,124,308,439,7.61e-23,99
"8142",3210,"Melbi2",88.816,152,8,8,1,148,322,468,1.22e-46,178
"8144",3212,"Psever1",93.919,148,7,2,1,146,339,486,5.53e-60,222
"8146",3220,"Melbi2",88.816,152,9,7,1,149,322,468,3.43e-47,180
"8148",3224,"Melbi2",88.961,154,15,2,1,152,322,475,5.49e-50,189
"8149",3224,"Hyafin1",88.961,154,13,4,1,152,417,568,1.97e-49,187
"8151",3225,"Fusavent1",86.42,162,12,6,1,159,337,491,8.54e-44,169
"8152",3227,"Melbi2",89.61,154,15,1,1,153,322,475,1.19e-51,195
"8154",3234,"Purli1",91.228,171,10,5,1,167,374,543,1.29e-61,228
"8156",3253,"Melbi2",91.72,157,9,4,1,156,322,475,9.32e-58,215
"8158",3277,"Trias1",94.022,184,6,3,1,184,337,515,1.86e-75,274
"8159",3277,"Triasper1",94.022,184,6,3,1,184,337,515,1.86e-75,274
"8214",3291,"Acema1",93.478,138,8,1,1,138,431,567,1.97e-54,204
"8215",3302,"Tolinf1",91.358,162,3,5,1,162,320,470,1.37e-56,211
"8220",3304,"Melbi2",85.965,114,13,3,1,113,322,433,7.47e-29,119
"8221",3311,"Artesp1",79.675,123,21,4,1,122,339,458,8.18e-19,86.1
"8222",3313,"Ganleu1",87.047,193,15,8,1,187,357,545,5.78e-56,209
"8223",3315,"Acema1",91.558,154,11,2,1,153,431,583,1.18e-56,211
"8225",3317,"Hyafin1",94.118,119,6,1,1,118,417,535,3.23e-47,180
"8226",3331,"Metbr1",82.682,179,21,7,9,179,306,482,3.11e-38,150
"8227",3331,"Metgui1",82.682,179,21,7,9,179,306,482,3.11e-38,150
"8228",3342,"Tolinf1",94.444,144,2,3,35,178,343,480,3.01e-58,217
"8232",3346,"Tolinf1",95.758,165,3,3,1,165,320,480,3.5e-72,263
"8234",3358,"Melbi2",92.308,156,7,5,1,153,322,475,2.54e-58,217
"8236",3363,"Melbi2",91.026,156,11,3,1,155,322,475,1.55e-55,207
"8238",3365,"Dacma1",93.373,166,9,2,1,166,291,454,1.33e-66,244
"8243",3373,"Daces1",89.595,173,14,4,1,172,389,558,2.89e-58,217
"8248",3376,"Racan1",80.342,117,9,10,1,109,327,437,4.52e-16,76.8
"8249",3391,"Melbi2",91.367,139,11,1,1,138,322,460,5.45e-50,189
"8251",3410,"Melbi2",91.613,155,11,2,1,154,322,475,3.3e-57,213
"8253",3416,"Acema1",91.558,154,11,2,1,153,431,583,1.18e-56,211
"8254",3428,"Hyafin1",90.435,115,9,2,1,114,417,530,2.63e-38,150
"8256",3437,"Theglo1",87.5,152,15,4,1,149,323,473,5.77e-45,172
"8257",3441,"Chafi1",85.135,148,16,5,1,144,331,476,3.57e-37,147
"8258",3443,"Dipse1",100,168,0,0,1,168,358,525,1.26e-86,311
"8280",3457,"Didma1",81.746,126,20,3,1,124,299,423,7.79e-24,102
"8282",3459,"Diaam1",96.97,165,5,0,1,165,304,468,1.29e-76,278
"8284",3463,"Rhyag1",91.195,159,11,3,1,158,486,642,3.4e-57,213
"8286",3468,"Psever1",91.824,159,10,3,1,156,339,497,7.21e-59,219
"8287",3469,"Cucbe1",81.699,153,24,4,1,151,311,461,1.71e-30,124
"8288",3475,"Melbi2",88.742,151,9,7,1,147,322,468,1.21e-46,178
"8290",3478,"Acema1",92.903,155,9,2,1,155,431,583,1.54e-60,224
"8291",3479,"Claim1",84.896,192,19,9,1,186,363,550,8.9e-49,185
"8298",3486,"Venin1",90.714,140,10,3,4,141,342,480,2.61e-48,183
"8299",3489,"Ocuya1",90.625,160,11,2,1,159,426,582,4.43e-56,209
"8300",3489,"Rhyag1",90.625,160,11,2,1,159,486,642,4.43e-56,209
"8301",3499,"Exosi1",92.045,176,12,1,1,176,350,523,4.07e-67,246
"8308",3519,"Melbi2",95.918,147,5,1,1,146,322,468,1.96e-64,237
"8310",3521,"Tappo1",78.947,209,29,10,14,209,387,593,1.73e-31,128
"8311",3530,"Colfa1",75.796,157,25,10,1,145,341,496,2.68e-13,67.6
"8312",3533,"Rhyag1",83.688,141,19,4,1,138,486,625,3.37e-32,130
"8314",3534,"Fonmo1",85.882,170,15,6,1,161,367,536,7.18e-45,172
"8320",3555,"Melbi2",90.446,157,9,6,1,154,322,475,7.15e-54,202
"8322",3563,"Claim1",87.117,163,14,7,1,158,363,523,1.46e-46,178
"8329",3574,"Traver1",97.512,201,4,1,1,200,406,606,5.41e-96,342
"8330",3584,"Exosi1",100,174,0,0,1,174,350,523,6.5e-90,322
"8337",3594,"Mereb1",88.333,120,9,4,23,138,465,583,6.15e-35,139
"8338",3595,"Chale1",95.092,163,6,2,1,161,462,624,5.69e-70,255
"8348",3596,"Exosi1",80.952,168,23,7,1,167,350,509,2.17e-30,124
"8350",3598,"Didma1",87.179,117,14,1,1,116,299,415,1.02e-32,132
